Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
11/14/2018,Cat_1,Cat_8,32710,116652,high,38007,60250,274,58,16121,17498,21023,39529,188584,212846,97916,169425,47411,971
11/14/2018,Cat_2,Cat_8,5034,14842,low,5954,10178,58,NA,2313,1990,2777,6183,23530,30617,15586,23262,5771,132
11/14/2018,Cat_4,Cat_8,27158,83317,high,33975,24168,177,44,15666,12960,12888,39153,106614,139840,56334,112204,15449,232
11/14/2018,Cat_1,Cat_9,305,1392,low,425,1321,NA,NA,306,263,417,359,2865,4018,1716,2728,1051,NA
11/14/2018,Cat_2,Cat_9,138,430,low,241,626,NA,NA,123,100,128,129,1371,1692,762,854,176,NA
11/14/2018,Cat_4,Cat_9,306,1123,low,941,842,42,NA,518,454,329,390,5941,6977,3660,3006,292,47
11/15/2018,Cat_1,Cat_1,143,406,low,190,176,NA,NA,103,NA,215,221,469,470,209,492,106,47
11/15/2018,Cat_2,Cat_1,46,78,low,58,66,NA,NA,NA,41,NA,43,79,86,46,62,46,44
11/15/2018,Cat_4,Cat_1,81,204,low,93,113,NA,NA,54,41,70,42,203,223,133,150,NA,44
11/15/2018,Cat_1,Cat_10,317,471,low,491,554,NA,NA,4156,79,86,201,830,800,267,721,120,NA
11/15/2018,Cat_2,Cat_10,463,175,low,541,781,53,NA,7665,48,194,121,189,224,147,156,61,NA
11/15/2018,Cat_4,Cat_10,3444,3000,low,6767,4793,NA,NA,198183,284,1919,1731,2503,3150,1254,2735,260,47
11/15/2018,Cat_1,Cat_2,15802,46419,low,21239,22489,312,NA,9954,7118,17331,10502,62629,71219,33080,69582,12111,706
11/15/2018,Cat_2,Cat_2,2927,8409,low,3752,7163,41,NA,1595,1038,1643,2166,14735,14527,7329,12583,2591,75
11/15/2018,Cat_4,Cat_2,9775,23301,low,19767,13054,170,NA,13931,3984,16062,9047,42819,62393,23480,36584,4666,109
11/15/2018,Cat_1,Cat_3,927,1367,low,1624,1753,NA,NA,1661,348,3188,366,1595,2507,1004,1803,449,56
11/15/2018,Cat_2,Cat_3,215,320,low,330,641,NA,NA,493,60,505,100,324,414,261,343,60,NA
11/15/2018,Cat_4,Cat_3,972,1220,low,1894,1038,NA,NA,3071,172,5290,690,1492,1767,738,1225,189,NA
11/15/2018,Cat_1,Cat_4,2710,5374,low,4282,2816,94,NA,2380,491,10722,1186,6606,7611,3239,7119,1660,149
11/15/2018,Cat_2,Cat_4,312,534,low,361,430,NA,NA,209,41,461,221,630,934,499,696,189,NA
11/15/2018,Cat_4,Cat_4,1816,1429,low,2430,1772,NA,NA,776,273,6495,592,2185,3170,1305,2100,346,NA
11/15/2018,Cat_1,Cat_5,31909,63793,high,34495,34291,236,41,8433,8070,10113,17627,79257,82635,42606,81800,29928,590
11/15/2018,Cat_2,Cat_5,6350,11899,low,7897,8503,119,NA,1003,989,1525,4418,14949,17602,9578,16225,4375,114
11/15/2018,Cat_4,Cat_5,32016,57223,low,51623,19948,237,46,5625,8425,6181,19043,79974,97234,38230,80979,15291,58
11/15/2018,Cat_1,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
11/15/2018,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA
11/15/2018,Cat_1,Cat_7,3764,4445,low,6342,8133,67,NA,15298,618,2423,666,5383,8361,2725,6396,811,59
11/15/2018,Cat_2,Cat_7,498,677,low,884,1411,NA,NA,1116,100,306,60,879,1469,507,1055,121,NA
11/15/2018,Cat_4,Cat_7,1475,2437,low,5606,2527,62,NA,8246,250,1668,293,2112,5292,1106,2335,191,NA
11/15/2018,Cat_1,Cat_8,34332,138099,high,42075,51153,329,62,16118,18493,22486,42832,185726,202562,96507,185495,46695,818
11/15/2018,Cat_2,Cat_8,4772,15229,low,5255,11306,63,NA,2479,2036,2599,7388,27457,31391,15275,26716,6133,102
11/15/2018,Cat_4,Cat_8,29175,78436,low,39106,27112,307,NA,14607,13844,13028,39473,116484,148933,57394,112963,15632,205
11/15/2018,Cat_1,Cat_9,358,1600,low,511,1391,NA,43,303,238,570,456,2696,3229,1665,2685,886,55
11/15/2018,Cat_2,Cat_9,154,296,low,271,692,NA,NA,109,100,126,87,1670,2067,793,964,157,42
11/15/2018,Cat_4,Cat_9,439,1337,low,1435,828,NA,NA,692,290,410,256,6480,8373,3604,3047,352,46
11/16/2018,Cat_1,Cat_1,193,430,low,187,189,NA,NA,117,NA,131,218,478,521,188,491,179,46
11/16/2018,Cat_2,Cat_1,54,100,low,71,125,NA,NA,NA,70,71,NA,97,116,94,127,45,NA
11/16/2018,Cat_4,Cat_1,55,185,low,67,112,NA,NA,45,63,129,83,172,186,149,148,NA,NA
11/16/2018,Cat_1,Cat_10,130,433,low,304,418,NA,NA,4069,86,139,200,746,727,338,563,88,NA
11/16/2018,Cat_2,Cat_10,275,137,low,430,695,NA,NA,6790,47,101,79,97,133,76,126,46,NA
11/16/2018,Cat_4,Cat_10,3628,2868,low,6296,4685,41,NA,194282,279,1093,1705,2444,4033,1302,2497,221,48
11/16/2018,Cat_1,Cat_2,13972,43119,low,20477,20971,253,NA,8532,6395,9871,8365,56314,74689,34083,64884,13533,712
11/16/2018,Cat_2,Cat_2,2664,7096,low,3867,7331,54,NA,1517,1102,1395,2379,11658,15186,6809,11858,2189,132
11/16/2018,Cat_4,Cat_2,9185,24169,low,17638,11779,154,45,11563,3988,4532,8865,44169,60908,24320,42417,4909,102
11/16/2018,Cat_1,Cat_3,10731,6177,low,11457,8546,45,NA,1410,570,1233,1919,3776,5358,2533,4133,902,77
11/16/2018,Cat_2,Cat_3,2241,1327,low,2626,2831,NA,NA,363,119,326,498,992,1188,684,890,180,NA
11/16/2018,Cat_4,Cat_3,17022,8498,low,21660,10235,73,NA,1924,1273,1520,3045,5453,7141,4102,6728,498,48
11/16/2018,Cat_1,Cat_4,2904,4752,low,4069,3996,108,NA,2551,650,2052,1486,6584,7423,3698,6579,1383,163
11/16/2018,Cat_2,Cat_4,397,482,low,522,801,NA,NA,171,98,178,172,833,975,603,735,221,96
11/16/2018,Cat_4,Cat_4,2168,2268,low,2932,1625,62,NA,811,257,660,532,2337,3189,1684,2410,350,NA
11/16/2018,Cat_1,Cat_5,30355,69934,high,37503,39115,203,NA,8045,8834,10641,16124,77134,83191,40668,83380,29160,508
11/16/2018,Cat_2,Cat_5,6238,12003,low,7570,8946,84,NA,1265,1244,1311,4173,14939,17347,9259,14786,4059,112
11/16/2018,Cat_4,Cat_5,36140,57226,low,51648,19470,310,68,5500,8335,5463,18578,74804,101566,32717,65726,15534,155
11/16/2018,Cat_1,Cat_7,3964,3527,low,5361,5766,45,NA,13515,482,977,509,4729,7674,2784,5207,530,75
11/16/2018,Cat_2,Cat_7,341,449,low,634,727,NA,NA,1040,NA,135,89,650,1261,347,655,97,NA
11/16/2018,Cat_4,Cat_7,1293,1932,low,5134,1178,40,NA,6814,200,973,262,1579,4596,848,2340,234,NA
11/16/2018,Cat_1,Cat_8,29514,118988,high,37809,51049,282,47,14070,16738,21203,41974,170407,181267,93872,176006,47938,1102
11/16/2018,Cat_2,Cat_8,4047,16701,low,5550,11535,115,NA,2225,1889,2585,6043,27017,32414,15689,24334,6148,140
11/16/2018,Cat_4,Cat_8,27345,75603,low,37528,24260,280,NA,13590,12045,11248,38416,121558,147000,59760,124648,16741,186
11/16/2018,Cat_1,Cat_9,390,1351,low,582,1431,NA,NA,251,181,389,289,2840,3407,1691,2218,608,NA
11/16/2018,Cat_2,Cat_9,166,374,low,253,731,NA,NA,165,97,114,153,1974,2057,1027,1131,185,NA
11/16/2018,Cat_4,Cat_9,390,1248,low,1106,1105,57,43,831,459,347,416,7136,8654,3305,3295,179,NA
11/17/2018,Cat_1,Cat_1,173,547,low,206,266,NA,NA,98,63,99,109,426,537,328,500,142,41
11/17/2018,Cat_2,Cat_1,NA,57,low,63,64,NA,NA,NA,NA,NA,NA,44,59,42,44,NA,NA
11/17/2018,Cat_4,Cat_1,93,170,low,147,46,NA,NA,56,43,70,62,94,105,41,55,NA,NA
11/17/2018,Cat_1,Cat_10,177,480,low,411,515,NA,NA,3193,66,169,169,527,560,192,464,68,NA
11/17/2018,Cat_2,Cat_10,312,237,low,402,665,NA,NA,7546,NA,102,141,194,262,126,261,66,NA
11/17/2018,Cat_4,Cat_10,2948,2858,low,5351,3584,41,NA,165731,398,1210,1864,2874,3094,1584,2642,151,54
11/17/2018,Cat_1,Cat_2,14070,32450,low,15762,20188,234,NA,6502,5864,6021,7639,50271,58811,27778,52909,11410,460
11/17/2018,Cat_2,Cat_2,3784,10847,low,5632,8570,136,NA,2075,1725,1696,3350,18604,21607,11397,16404,3294,180
11/17/2018,Cat_4,Cat_2,12386,28139,low,21081,15093,187,NA,15701,5983,5586,10883,57236,75395,30180,51178,5107,70
11/17/2018,Cat_1,Cat_3,4635,2646,low,4987,5061,40,NA,988,286,760,742,2093,2632,1539,2157,454,48
11/17/2018,Cat_2,Cat_3,1222,813,low,1436,1436,NA,NA,257,101,164,298,575,723,448,539,190,NA
11/17/2018,Cat_4,Cat_3,6069,4090,low,9593,3659,55,NA,2240,421,937,1140,3144,3606,1969,2829,292,47
11/17/2018,Cat_1,Cat_4,2595,3137,low,3366,2846,58,NA,1817,422,1607,899,5195,5744,2846,5107,1138,115
11/17/2018,Cat_2,Cat_4,359,559,low,471,596,56,NA,112,77,198,154,862,1048,502,759,224,60
11/17/2018,Cat_4,Cat_4,2741,1931,low,3820,2243,67,NA,742,163,444,402,2975,3252,1774,2379,265,NA
11/17/2018,Cat_1,Cat_5,26660,59105,high,32849,35733,192,NA,7087,8679,9557,15641,67105,74514,41666,68037,23300,448
11/17/2018,Cat_2,Cat_5,8177,15008,low,10663,12442,62,NA,1379,1596,1711,4749,18460,25237,11515,21539,6036,80
11/17/2018,Cat_4,Cat_5,45980,63928,high,60544,25278,331,56,6994,9926,6395,22944,94962,115128,47909,89671,17175,103
11/17/2018,Cat_1,Cat_7,3351,2951,low,5226,5112,63,NA,10676,396,950,412,3885,7224,2502,4818,712,65
11/17/2018,Cat_2,Cat_7,474,634,low,983,902,NA,NA,1181,83,130,131,805,1448,353,904,253,NA
11/17/2018,Cat_4,Cat_7,1808,2166,low,5613,2172,42,NA,8029,217,784,280,2614,6997,1679,3373,222,69
11/17/2018,Cat_1,Cat_8,25969,90498,high,28690,43920,246,NA,12362,12349,16447,31980,122160,136639,68564,129497,38285,836
11/17/2018,Cat_2,Cat_8,5490,18689,low,8055,12815,90,NA,2137,2723,3349,8998,35088,39741,20104,32274,8199,121
11/17/2018,Cat_4,Cat_8,34799,100765,low,44197,33689,294,NA,14555,16276,11599,47381,145683,200035,71421,155318,22396,240
11/17/2018,Cat_1,Cat_9,432,1071,low,476,932,NA,NA,167,269,472,353,2167,2341,1184,2158,563,47
11/17/2018,Cat_2,Cat_9,183,470,low,338,914,NA,NA,188,153,110,174,2430,2391,1284,1258,389,NA
11/17/2018,Cat_4,Cat_9,488,1578,low,1324,921,44,NA,1044,467,317,411,8435,9603,4002,3731,546,NA
11/18/2018,Cat_1,Cat_1,78,229,low,100,185,46,NA,40,82,64,69,388,475,277,386,132,NA
11/18/2018,Cat_2,Cat_1,60,151,low,83,83,NA,NA,NA,44,46,43,103,116,85,102,NA,NA
11/18/2018,Cat_4,Cat_1,92,163,low,112,91,43,NA,60,58,55,47,173,191,134,138,44,NA
11/18/2018,Cat_1,Cat_10,173,260,low,370,429,NA,NA,3463,84,138,129,453,587,297,432,79,NA
11/18/2018,Cat_2,Cat_10,245,128,low,292,458,NA,NA,7357,81,97,81,152,130,101,150,43,NA
11/18/2018,Cat_4,Cat_10,3413,3179,low,5337,3903,71,NA,177203,223,759,1951,2670,3440,1342,2830,305,45
11/18/2018,Cat_1,Cat_2,11639,33968,low,14431,22609,270,NA,8307,6682,6597,8210,59737,62121,34303,54192,11644,368
11/18/2018,Cat_2,Cat_2,4751,12286,low,6247,10944,68,NA,2618,2280,2076,3699,21166,22640,13542,19866,4086,130
11/18/2018,Cat_4,Cat_2,14713,33822,low,27705,18112,186,NA,16645,6765,5134,12409,59578,86455,32729,60327,6555,133
11/18/2018,Cat_1,Cat_3,2087,1637,low,2117,2787,69,NA,1094,260,628,601,1652,1710,1053,1422,290,70
11/18/2018,Cat_2,Cat_3,564,433,low,728,1046,NA,NA,284,159,179,235,563,641,420,570,130,42
11/18/2018,Cat_4,Cat_3,2437,1870,low,3359,2024,66,NA,1668,296,570,1045,2396,2880,1302,1710,119,NA
11/18/2018,Cat_1,Cat_4,1966,3272,low,3238,2640,48,NA,778,562,1509,973,4946,4943,2588,4587,1434,87
11/18/2018,Cat_2,Cat_4,463,532,low,659,499,NA,NA,169,101,288,252,986,1038,646,882,101,NA
11/18/2018,Cat_4,Cat_4,2224,2221,low,3277,1953,58,NA,507,265,538,555,2866,3850,1552,2659,273,NA
11/18/2018,Cat_1,Cat_5,26591,54651,low,30107,33088,280,NA,6274,8634,9481,13586,71854,82702,44244,75489,21307,331
11/18/2018,Cat_2,Cat_5,8885,16837,low,11891,13607,66,NA,1560,1948,2036,6339,22531,28885,13504,26154,6935,99
11/18/2018,Cat_4,Cat_5,41780,74975,low,62591,28425,438,63,6233,11796,6844,24843,101891,132736,55299,103860,17019,73
11/18/2018,Cat_1,Cat_7,3187,2610,low,4640,5347,54,NA,12892,551,956,531,3976,6014,2860,5163,659,84
11/18/2018,Cat_2,Cat_7,664,707,low,1253,1111,NA,NA,1314,97,182,108,1092,1686,530,1059,163,41
11/18/2018,Cat_4,Cat_7,1800,2152,low,6999,1572,40,NA,11113,185,678,341,2641,5667,1409,2823,166,NA
11/18/2018,Cat_1,Cat_8,26782,98638,high,29850,46852,303,NA,12487,15603,16057,28329,124754,144408,68337,142150,35429,542
11/18/2018,Cat_2,Cat_8,7375,22832,low,9529,16822,122,NA,4385,3066,3166,9133,37987,41729,21396,37647,8574,97
11/18/2018,Cat_4,Cat_8,32127,94464,low,51730,33758,334,NA,22034,19568,10800,52077,160308,220288,90603,158129,23957,223
11/18/2018,Cat_1,Cat_9,379,1148,low,613,1688,NA,NA,312,258,330,254,2321,2961,1417,2379,587,NA
11/18/2018,Cat_2,Cat_9,143,605,low,286,1091,NA,NA,197,173,110,114,2493,3002,1398,1572,478,48
11/18/2018,Cat_4,Cat_9,427,2200,low,1134,1210,60,NA,1076,731,444,374,8789,12222,4519,5101,436,42
11/19/2018,Cat_1,Cat_1,245,494,low,246,320,NA,NA,102,48,247,217,693,726,421,644,281,48
11/19/2018,Cat_2,Cat_1,NA,94,low,62,60,NA,NA,NA,NA,65,63,66,102,NA,54,75,NA
11/19/2018,Cat_4,Cat_1,44,112,low,63,57,NA,NA,45,66,54,54,124,139,68,113,NA,NA
11/19/2018,Cat_1,Cat_10,187,306,low,454,320,NA,NA,3686,57,55,179,568,670,212,522,61,NA
11/19/2018,Cat_2,Cat_10,220,112,low,274,583,NA,NA,5827,43,102,62,123,163,114,131,55,NA
11/19/2018,Cat_4,Cat_10,2838,2186,low,4601,2992,45,NA,161998,334,762,1817,2019,3238,1220,2729,132,47
11/19/2018,Cat_1,Cat_2,17481,54308,low,26294,26947,304,NA,9944,8426,10804,10878,83721,93476,45501,76179,16552,766
11/19/2018,Cat_2,Cat_2,3437,9050,low,4350,7590,91,NA,1810,1485,1873,2357,16381,19358,8869,14160,3154,104
11/19/2018,Cat_4,Cat_2,11447,26104,low,20689,14575,248,NA,13994,5607,6261,9793,53209,62726,30273,43052,5382,90
11/19/2018,Cat_1,Cat_3,2623,1881,low,3133,2745,NA,NA,1488,200,1029,537,2391,2428,1363,2329,469,53
11/19/2018,Cat_2,Cat_3,236,210,low,369,536,NA,NA,336,63,112,102,402,385,217,296,62,NA
11/19/2018,Cat_4,Cat_3,1794,1455,low,2787,1385,NA,NA,1508,265,751,843,1910,2456,999,1620,181,NA
11/19/2018,Cat_1,Cat_4,3760,4591,low,5927,3387,61,NA,2861,541,2634,1077,7087,7966,3705,6131,1935,146
11/19/2018,Cat_2,Cat_4,339,474,low,492,594,43,NA,111,54,215,93,698,957,474,693,154,41
11/19/2018,Cat_4,Cat_4,2102,1789,low,2491,1676,62,NA,714,273,726,512,2250,3236,1762,2065,286,41
11/19/2018,Cat_1,Cat_5,34366,70734,high,38231,41349,330,NA,7592,9647,10443,15660,87580,85491,45559,94618,27624,466
11/19/2018,Cat_2,Cat_5,7094,12923,low,7799,9849,70,NA,834,1433,1414,3740,16397,21299,9637,15898,5403,96
11/19/2018,Cat_4,Cat_5,41006,54077,low,51604,19748,210,NA,6331,8218,7148,20109,79337,114817,42760,85786,18538,110
11/19/2018,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA
11/19/2018,Cat_1,Cat_7,3905,3750,low,5787,5095,43,NA,11652,451,1176,551,4449,7455,2556,5028,841,65
11/19/2018,Cat_2,Cat_7,438,403,low,969,714,NA,NA,1262,95,87,101,825,1463,338,914,100,NA
11/19/2018,Cat_4,Cat_7,1164,1675,low,4861,1387,NA,NA,7910,199,857,253,2150,5529,982,2730,183,NA
11/19/2018,Cat_1,Cat_8,39678,127989,high,44845,55001,361,NA,17082,16679,21376,39467,175857,205393,89446,194263,49421,1053
11/19/2018,Cat_2,Cat_8,4334,17505,low,6486,11884,88,NA,1876,2050,2220,6923,27520,31470,16407,28002,6313,194
11/19/2018,Cat_4,Cat_8,31000,86178,low,38562,25505,310,NA,13848,12410,11502,37803,122061,168895,64458,125657,20099,227
11/19/2018,Cat_1,Cat_9,427,1215,low,648,1464,47,NA,347,325,654,237,3067,3844,1812,2720,802,45
11/19/2018,Cat_2,Cat_9,101,404,low,287,668,NA,NA,177,202,105,167,1891,2465,1006,1236,362,NA
11/19/2018,Cat_4,Cat_9,289,1513,low,995,906,47,NA,842,520,518,416,7577,9362,3672,3566,422,42
11/20/2018,Cat_1,Cat_1,219,654,low,274,285,NA,NA,145,60,185,128,630,645,375,622,134,42
11/20/2018,Cat_2,Cat_1,NA,61,low,56,55,NA,NA,NA,NA,NA,40,69,82,61,60,48,NA
11/20/2018,Cat_4,Cat_1,68,228,low,105,54,59,NA,76,69,54,60,159,165,113,120,44,NA
11/20/2018,Cat_1,Cat_10,264,364,low,484,358,NA,NA,2342,77,146,201,529,578,223,478,85,NA
11/20/2018,Cat_2,Cat_10,244,81,low,289,497,NA,NA,5743,44,98,59,84,114,74,101,45,NA
11/20/2018,Cat_4,Cat_10,2402,2045,low,5154,3126,59,NA,135815,177,956,1580,1983,2738,1073,1862,116,NA
11/20/2018,Cat_1,Cat_2,17158,50473,low,23358,27043,251,NA,11057,8567,12150,10608,71433,81623,43553,74467,16103,876
11/20/2018,Cat_2,Cat_2,3303,8423,low,4511,8925,70,NA,1628,1340,1934,2630,15746,19619,10710,13981,2645,101
11/20/2018,Cat_4,Cat_2,10470,24404,low,20525,12995,261,NA,12185,5022,5738,9347,51535,64992,29689,47068,5253,154
11/20/2018,Cat_1,Cat_3,1983,4454,low,2502,3338,43,NA,1431,652,925,3187,7841,7323,4364,7625,2106,74
11/20/2018,Cat_2,Cat_3,393,1095,low,498,741,NA,NA,233,100,152,633,1451,1571,838,1345,406,NA
11/20/2018,Cat_4,Cat_3,1735,4453,low,3053,1872,43,NA,866,572,835,2609,7023,8226,3368,5544,585,43
11/20/2018,Cat_1,Cat_4,3416,4850,low,4141,2941,63,NA,2413,534,2204,1538,6060,7241,3286,6027,1638,270
11/20/2018,Cat_2,Cat_4,373,489,low,496,385,NA,NA,114,58,126,182,667,695,378,686,269,NA
11/20/2018,Cat_4,Cat_4,1731,1248,low,2429,1381,70,NA,794,215,591,332,1791,2506,1416,1555,187,NA
11/20/2018,Cat_1,Cat_5,35293,70044,high,38301,41107,190,44,8099,8349,10674,15746,71702,92102,45949,85949,28277,557
11/20/2018,Cat_2,Cat_5,6525,12799,low,7942,8990,61,NA,910,1539,1583,4101,16669,17172,10176,14882,4957,141
11/20/2018,Cat_4,Cat_5,32472,61273,low,51084,20969,300,55,5874,7825,6241,20318,83084,101934,39335,77918,16391,129
11/20/2018,Cat_1,Cat_7,3567,3013,low,6071,5948,60,NA,11361,578,1086,368,5013,7271,2838,5403,872,76
11/20/2018,Cat_2,Cat_7,419,418,low,946,1026,46,NA,1206,110,188,85,707,1204,499,785,99,NA
11/20/2018,Cat_4,Cat_7,1394,1630,low,5336,1107,59,NA,15217,186,698,368,1674,4589,803,2083,310,NA
11/20/2018,Cat_1,Cat_8,33345,114682,high,43466,54284,280,61,15084,17511,20082,33815,166485,186157,89878,167400,48267,1092
11/20/2018,Cat_2,Cat_8,4529,13231,low,4933,11077,59,NA,1775,1737,2525,6757,27921,26841,13533,24415,5374,208
11/20/2018,Cat_4,Cat_8,24884,76831,low,38395,25410,267,43,14215,12221,10497,32456,114130,152500,59453,129148,19041,255
11/20/2018,Cat_1,Cat_9,452,1358,low,681,1745,NA,NA,324,351,388,469,2807,3536,1820,3046,684,NA
11/20/2018,Cat_2,Cat_9,93,409,low,192,879,NA,NA,184,63,89,98,1592,1932,859,974,329,NA
11/20/2018,Cat_4,Cat_9,327,1795,low,1188,992,74,NA,857,468,349,204,8163,10284,3996,3513,401,NA
11/21/2018,Cat_1,Cat_1,199,534,low,249,450,NA,NA,130,98,295,137,405,558,327,553,211,68
11/21/2018,Cat_2,Cat_1,45,84,low,60,87,NA,NA,NA,NA,NA,NA,61,63,NA,71,46,NA
11/21/2018,Cat_4,Cat_1,116,158,low,181,97,NA,NA,61,NA,53,58,124,149,91,134,NA,47
11/21/2018,Cat_1,Cat_10,253,358,low,392,479,NA,NA,3460,63,84,141,579,635,283,539,125,NA
11/21/2018,Cat_2,Cat_10,187,126,low,245,638,NA,NA,5782,NA,188,55,76,138,43,95,40,NA
11/21/2018,Cat_4,Cat_10,2095,1891,low,4141,3167,60,NA,141457,195,838,1405,1966,2323,965,2066,198,42
11/21/2018,Cat_1,Cat_2,14052,38487,low,18322,21755,393,NA,9206,6707,9814,9733,71276,75135,34575,71535,15204,522
11/21/2018,Cat_2,Cat_2,2857,6892,low,3614,7941,76,NA,1851,1163,1976,1887,15117,14340,8498,13458,2867,108
11/21/2018,Cat_4,Cat_2,10979,22442,low,20358,14176,199,NA,11476,4748,5272,10012,52052,62549,28578,46114,4628,45
11/21/2018,Cat_1,Cat_3,2614,9159,low,3841,55694,67,NA,1548,1234,2867,1694,19662,23347,14420,23022,3490,54
11/21/2018,Cat_2,Cat_3,479,1945,low,837,12751,NA,NA,235,447,440,400,5254,6339,3568,5641,627,47
11/21/2018,Cat_4,Cat_3,2728,9512,low,5352,40683,97,NA,1740,2192,1941,1970,31805,34163,15611,29428,1862,42
11/21/2018,Cat_1,Cat_4,2393,4290,low,4421,3343,127,NA,1869,446,2132,1005,6349,6039,3368,5131,1211,153
11/21/2018,Cat_2,Cat_4,365,265,low,659,348,NA,NA,130,63,105,146,548,637,338,498,183,NA
11/21/2018,Cat_4,Cat_4,1660,1602,low,5578,3918,63,NA,598,294,610,522,2433,3000,1537,2149,297,NA
11/21/2018,Cat_1,Cat_5,30439,68710,high,35619,40191,318,NA,7842,8037,9674,13376,71907,77698,45724,84953,29838,586
11/21/2018,Cat_2,Cat_5,5969,12768,low,7270,10134,41,NA,938,1292,1514,4250,16847,20898,10404,16320,5143,60
11/21/2018,Cat_4,Cat_5,34933,59621,high,50680,18896,270,46,4259,7968,5616,18641,82725,93344,36377,73175,17501,80
11/21/2018,Cat_1,Cat_7,3883,3361,low,5523,4625,86,NA,9891,356,1001,434,5161,7523,2685,5850,714,66
11/21/2018,Cat_2,Cat_7,400,474,low,784,730,NA,NA,1146,82,75,101,831,1675,454,925,101,43
11/21/2018,Cat_4,Cat_7,1557,1614,low,5065,1186,41,NA,7587,144,555,331,2030,4365,1123,2288,217,NA
11/21/2018,Cat_1,Cat_8,28486,116176,high,31957,52384,318,NA,12467,15647,16989,34067,152519,172738,74906,145834,45316,808
11/21/2018,Cat_2,Cat_8,3890,13915,low,5114,10126,62,NA,1428,2203,2387,6352,24036,30655,14431,23235,5533,111
11/21/2018,Cat_4,Cat_8,23500,74444,low,37036,26104,266,NA,12964,10382,9261,35426,111692,143633,65081,112618,16980,204
11/21/2018,Cat_1,Cat_9,333,1073,low,557,1138,NA,NA,184,205,461,439,2568,2976,1557,2486,808,62
11/21/2018,Cat_2,Cat_9,116,305,low,288,591,NA,NA,120,89,94,110,1733,1966,928,973,168,NA
11/21/2018,Cat_4,Cat_9,341,1195,low,1132,1012,46,NA,809,470,317,244,7472,8352,3322,3298,572,NA
11/22/2018,Cat_1,Cat_1,102,283,low,115,226,44,NA,67,74,97,72,403,345,177,343,109,NA
11/22/2018,Cat_2,Cat_1,44,70,low,60,85,NA,NA,NA,NA,NA,NA,60,60,54,48,NA,NA
11/22/2018,Cat_4,Cat_1,74,201,low,134,123,NA,NA,65,82,99,61,240,276,110,215,41,NA
11/22/2018,Cat_1,Cat_10,242,246,low,372,458,NA,NA,2937,66,132,107,475,662,247,468,78,44
11/22/2018,Cat_2,Cat_10,124,156,low,198,593,NA,NA,4867,NA,106,71,92,107,59,116,NA,NA
11/22/2018,Cat_4,Cat_10,2601,2480,low,5142,3594,46,NA,144189,286,1083,1601,2507,3110,1498,2632,172,NA
11/22/2018,Cat_1,Cat_2,7805,31303,low,10792,16569,195,NA,6480,5032,5907,8177,46609,56857,25809,45983,9395,327
11/22/2018,Cat_2,Cat_2,3282,9922,low,4462,9738,74,NA,1972,1377,1658,2991,18710,18539,9509,15623,3429,124
11/22/2018,Cat_4,Cat_2,13831,30451,low,24403,16555,118,NA,14346,5862,4530,9144,56034,80791,32492,55639,5834,111
11/22/2018,Cat_1,Cat_3,1085,4154,low,1626,18271,54,NA,809,480,1325,858,7067,7450,4537,6616,919,90
11/22/2018,Cat_2,Cat_3,412,1126,low,614,5720,NA,NA,242,142,323,293,2398,2799,1568,2179,280,NA
11/22/2018,Cat_4,Cat_3,1929,4349,low,2784,10242,84,NA,1489,926,1149,926,10467,12905,5723,8854,696,NA
11/22/2018,Cat_1,Cat_4,1909,2952,low,5831,2144,62,NA,555,277,1070,834,3675,4203,2319,4274,1037,82
11/22/2018,Cat_2,Cat_4,438,486,low,779,515,46,NA,184,NA,166,121,706,946,524,674,134,NA
11/22/2018,Cat_4,Cat_4,2270,1512,low,13736,2305,62,NA,1045,186,696,295,2772,3315,1749,2225,354,48
11/22/2018,Cat_1,Cat_5,18755,48748,low,25233,29502,243,NA,5634,6411,7115,11194,52770,66148,31275,58399,18128,176
11/22/2018,Cat_2,Cat_5,7384,15338,low,9874,11467,45,NA,1529,2209,1854,5227,22088,22305,10936,21538,5667,58
11/22/2018,Cat_4,Cat_5,38600,66429,low,56626,24551,211,NA,5578,11223,5915,18055,96557,118407,46549,90163,16599,126
11/22/2018,Cat_1,Cat_7,2279,2621,low,3710,4258,43,NA,9651,293,1003,346,4054,6201,2334,3820,566,62
11/22/2018,Cat_2,Cat_7,550,667,low,1288,1101,NA,NA,1588,86,249,57,985,1805,678,1091,176,NA
11/22/2018,Cat_4,Cat_7,1737,2505,low,5006,1543,NA,NA,8825,407,625,273,2814,6557,1536,3168,237,45
11/22/2018,Cat_1,Cat_8,16823,80099,low,22738,39936,223,NA,10848,11006,9936,22536,102875,117435,63238,119509,33773,371
11/22/2018,Cat_2,Cat_8,5224,16707,low,6726,14229,NA,NA,2761,2778,2792,7083,27688,35580,19919,29182,7414,140
